FID	IID	Menthol_Sweet	Menthol_Salty	Menthol_Sour	Menthol_Bitter	Menthol_Burn	Menthol_Cool	Menthol_Liking	Menthol_Intense	Capsaicin_Sweet	Capsaicin_Salty	Capsaicin_Sour	Capsaicin_Bitter	Capsaicin_Burn	Capsaicin_Cool	Capsaicin_Liking	Capsaicin_Intense	X25CornOilNoFA_Fatty	X25CornOilNoFA_Salty	X25CornOilNoFA_Crispy	X25CornOilNoFA_Liking	X15CornOilNoFA_Fatty	X15CornOilNoFA_Salty	X15CornOilNoFA_Crispy	X15CornOilNoFA_Liking	X5CornOilNoFA_Fatty	X5CornOilNoFA_Salty	X5CornOilNoFA_Crispy	X5CornOilNoFA_Liking	X10CornOilNoFA_Fatty	X10CornOilNoFA_Salty	X10CornOilNoFA_Crispy	X10CornOilNoFA_Liking	X5CornOil_02Palmitic_Fatty	X5CornOil_02Palmitic_Salty	X5CornOil_02Palmitic_Crispy	X5CornOil_02Palmitic_Liking	X25CornOil_02Palmitic_Fatty	X25CornOil_02Palmitic_Salty	X25CornOil_02Palmitic_Crispy	X25CornOil_02Palmitic_Liking	Water_Cool1	Sucrose_Cool2	NaCl_Cool3	PTC_Cool9	logMenthol_Sweet	logMenthol_Salty	logMenthol_Sour	logMenthol_Bitter	logMenthol_Burn	logMenthol_Cool	logMenthol_Liking	logMenthol_Intense	logCapsaicin_Sweet	logCapsaicin_Salty	logCapsaicin_Sour	logCapsaicin_Bitter	logCapsaicin_Burn	logCapsaicin_Cool	logCapsaicin_Liking	logCapsaicin_Intense	logX25CornOilNoFA_Fatty	logX25CornOilNoFA_Salty	logX25CornOilNoFA_Crispy	logX25CornOilNoFA_Liking	logX15CornOilNoFA_Fatty	logX15CornOilNoFA_Salty	logX15CornOilNoFA_Crispy	logX15CornOilNoFA_Liking	logX5CornOilNoFA_Fatty	logX5CornOilNoFA_Salty	logX5CornOilNoFA_Crispy	logX5CornOilNoFA_Liking	logX10CornOilNoFA_Fatty	logX10CornOilNoFA_Salty	logX10CornOilNoFA_Crispy	logX10CornOilNoFA_Liking	logX5CornOil_02Palmitic_Fatty	logX5CornOil_02Palmitic_Salty	logX5CornOil_02Palmitic_Crispy	logX5CornOil_02Palmitic_Liking	logX25CornOil_02Palmitic_Fatty	logX25CornOil_02Palmitic_Salty	logX25CornOil_02Palmitic_Crispy	logX25CornOil_02Palmitic_Liking	logWater_Cool1	logSucrose_Cool2	logNaCl_Cool3	logPTC_Cool9	sqrtMenthol_Sweet	sqrtMenthol_Salty	sqrtMenthol_Sour	sqrtMenthol_Bitter	sqrtMenthol_Burn	sqrtMenthol_Cool	sqrtMenthol_Liking	sqrtMenthol_Intense	sqrtCapsaicin_Sweet	sqrtCapsaicin_Salty	sqrtCapsaicin_Sour	sqrtCapsaicin_Bitter	sqrtCapsaicin_Burn	sqrtCapsaicin_Cool	sqrtCapsaicin_Liking	sqrtCapsaicin_Intense	sqrtX25CornOilNoFA_Fatty	sqrtX25CornOilNoFA_Salty	sqrtX25CornOilNoFA_Crispy	sqrtX25CornOilNoFA_Liking	sqrtX15CornOilNoFA_Fatty	sqrtX15CornOilNoFA_Salty	sqrtX15CornOilNoFA_Crispy	sqrtX15CornOilNoFA_Liking	sqrtX5CornOilNoFA_Fatty	sqrtX5CornOilNoFA_Salty	sqrtX5CornOilNoFA_Crispy	sqrtX5CornOilNoFA_Liking	sqrtX10CornOilNoFA_Fatty	sqrtX10CornOilNoFA_Salty	sqrtX10CornOilNoFA_Crispy	sqrtX10CornOilNoFA_Liking	sqrtX5CornOil_02Palmitic_Fatty	sqrtX5CornOil_02Palmitic_Salty	sqrtX5CornOil_02Palmitic_Crispy	sqrtX5CornOil_02Palmitic_Liking	sqrtX25CornOil_02Palmitic_Fatty	sqrtX25CornOil_02Palmitic_Salty	sqrtX25CornOil_02Palmitic_Crispy	sqrtX25CornOil_02Palmitic_Liking	sqrtWater_Cool1	sqrtSucrose_Cool2	sqrtNaCl_Cool3	sqrtPTC_Cool9	zsqrtMenthol_Sweet	zsqrtMenthol_Salty	zsqrtMenthol_Sour	zsqrtMenthol_Bitter	zsqrtMenthol_Burn	zsqrtMenthol_Cool	zsqrtMenthol_Liking	zsqrtMenthol_Intense	zsqrtCapsaicin_Sweet	zsqrtCapsaicin_Salty	zsqrtCapsaicin_Sour	zsqrtCapsaicin_Bitter	zsqrtCapsaicin_Burn	zsqrtCapsaicin_Cool	zsqrtCapsaicin_Liking	zsqrtCapsaicin_Intense	zsqrtX25CornOilNoFA_Fatty	zsqrtX25CornOilNoFA_Salty	zsqrtX25CornOilNoFA_Crispy	zsqrtX25CornOilNoFA_Liking	zsqrtX15CornOilNoFA_Fatty	zsqrtX15CornOilNoFA_Salty	zsqrtX15CornOilNoFA_Crispy	zsqrtX15CornOilNoFA_Liking	zsqrtX5CornOilNoFA_Fatty	zsqrtX5CornOilNoFA_Salty	zsqrtX5CornOilNoFA_Crispy	zsqrtX5CornOilNoFA_Liking	zsqrtX10CornOilNoFA_Fatty	zsqrtX10CornOilNoFA_Salty	zsqrtX10CornOilNoFA_Crispy	zsqrtX10CornOilNoFA_Liking	zsqrtX5CornOil_02Palmitic_Fatty	zsqrtX5CornOil_02Palmitic_Salty	zsqrtX5CornOil_02Palmitic_Crispy	zsqrtX5CornOil_02Palmitic_Liking	zsqrtX25CornOil_02Palmitic_Fatty	zsqrtX25CornOil_02Palmitic_Salty	zsqrtX25CornOil_02Palmitic_Crispy	zsqrtX25CornOil_02Palmitic_Liking	zsqrtWater_Cool1	zsqrtSucrose_Cool2	zsqrtNaCl_Cool3	zsqrtPTC_Cool9
TW_2330_TW_2330	TW_2330_TW_2330	0	0	0	0	6.3	0	0.2	5.4	0	0	0	0	7.1	0	0.3	6.4	2.2	1.6	2.3	4.5	1.5	1.8	2.5	4.1	1.2	1.1	0.8	3	1	3.9	0.8	3.2	2.3	1.8	1.9	3.4	1.9	1.4	0.7	3.5	0	0	0	0	-1	-1	-1	-1	0.806179974	-1	-0.522878745	0.740362689	-1	-1	-1	-1	0.857332496	-1	-0.397940009	0.812913357	0.361727836	0.230448921	0.380211242	0.662757832	0.204119983	0.278753601	0.414973348	0.62324929	0.113943352	0.079181246	-0.045757491	0.491361694	0.041392685	0.602059991	-0.045757491	0.51851394	0.380211242	0.278753601	0.301029996	0.544068044	0.301029996	0.176091259	-0.096910013	0.556302501	-1	-1	-1	-1	0	0	0	0	2.50998008	0	0.447213595	2.323790008	0	0	0	0	2.664582519	0	0.547722558	2.529822128	1.483239697	1.264911064	1.516575089	2.121320344	1.224744871	1.341640786	1.58113883	2.024845673	1.095445115	1.048808848	0.894427191	1.732050808	1	1.974841766	0.894427191	1.788854382	1.516575089	1.341640786	1.378404875	1.843908891	1.378404875	1.183215957	0.836660027	1.870828693	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	1.812320011	-0.907601625	-1.475663773	0.884528333	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.850078809	-0.121305038	-0.510125038	0.735884286	0.193769525	-0.308624863	-0.981320593	-0.063039366	-0.618370946	-0.460946527	-1.169923422	-0.323412314	-0.698293396	-0.549982143	-1.956281196	-0.736488908	-1.041797549	0.766833173	-2.294860536	-0.812645241	-0.120694725	-0.112207608	-1.04349197	-0.364724315	-0.20451835	-0.321372778	-2.238185351	-0.099543566	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_6_TW_6	TW_6_TW_6	0	0	0	0	0.5	0	1.2	2.9	0	0	0	0	3.2	0	0.4	3.9	2.2	5.1	6.4	7.1	1.5	3.4	6.1	5.4	1.1	3.9	5.6	5.8	0.1	0.3	0.9	1.3	2.6	6.2	5.4	6.2	2.4	5.9	4.2	5.5	0	0	0	0	-1	-1	-1	-1	-0.22184875	-1	0.113943352	0.477121255	-1	-1	-1	-1	0.51851394	-1	-0.301029996	0.602059991	0.361727836	0.716003344	0.812913357	0.857332496	0.204119983	0.544068044	0.792391689	0.740362689	0.079181246	0.602059991	0.755874856	0.770852012	-0.698970004	-0.397940009	0	0.146128036	0.431363764	0.799340549	0.740362689	0.799340549	0.397940009	0.77815125	0.633468456	0.748188027	-1	-1	-1	-1	0	0	0	0	0.707106781	0	1.095445115	1.702938637	0	0	0	0	1.788854382	0	0.632455532	1.974841766	1.483239697	2.258317958	2.529822128	2.664582519	1.224744871	1.843908891	2.469817807	2.323790008	1.048808848	1.974841766	2.366431913	2.408318916	0.316227766	0.547722558	0.948683298	1.140175425	1.61245155	2.48997992	2.323790008	2.48997992	1.549193338	2.42899156	2.049390153	2.34520788	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.110868257	-0.907601625	-0.493241163	-0.638069644	-0.071059848	-0.086782944	-0.250122263	-0.309012845	-0.265994986	-0.121305038	-0.382991807	-0.717016459	0.193769525	1.321470801	1.244017465	1.17888612	-0.618370946	0.43442577	1.117494722	0.487184692	-0.780620299	0.986987179	0.993164429	0.807398618	-2.269038221	-1.876707256	-2.176575989	-2.543617041	0.040553163	1.635195718	0.868447314	1.06665606	0.06766097	1.677857307	0.286596257	0.773973224	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_1641_TW_1641	TW_1641_TW_1641	0	0	0	0	0	2.15	1.7	4.7	0	0	0	0	7.45	0	0.35	7.25	2.25	1.75	5.55	1.65	1.3	2	5	2.75	1.7	1.05	3.5	1.1	0.75	0.5	3.35	1.1	1.4	0.65	4.75	1.1	2.2	1.45	2.9	2	0	0	0	0.35	-1	-1	-1	-1	-1	0.352182518	0.255272505	0.681241237	-1	-1	-1	-1	0.877946952	-1	-0.346787486	0.866287339	0.371067862	0.267171728	0.752048448	0.243038049	0.146128036	0.322219295	0.707570176	0.45484486	0.255272505	0.06069784	0.556302501	0.079181246	-0.070581074	-0.22184875	0.537819095	0.079181246	0.176091259	-0.124938737	0.685741739	0.079181246	0.361727836	0.190331698	0.477121255	0.322219295	-1	-1	-1	-0.346787486	0	0	0	0	0	1.46628783	1.303840481	2.167948339	0	0	0	0	2.729468813	0	0.591607978	2.692582404	1.5	1.322875656	2.355843798	1.284523258	1.140175425	1.414213562	2.236067977	1.658312395	1.303840481	1.024695077	1.870828693	1.048808848	0.866025404	0.707106781	1.830300522	1.048808848	1.183215957	0.806225775	2.179449472	1.048808848	1.483239697	1.204159458	1.702938637	1.414213562	0	0	0	0.591607978	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	0.508951692	-0.177409068	0.502336683	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.9327733	-0.121305038	-0.444279418	1.16197959	0.222019913	-0.21350993	0.861918545	-1.97600087	-0.768540771	-0.331574081	0.515833587	-1.317278875	-0.330413499	-0.590004614	0.000127704	-2.296297403	-1.282256382	-1.581470085	-0.254549157	-2.787424808	-0.681348044	-0.926937284	0.576534175	-2.126280779	-0.037446933	-0.28776249	-0.4346808	-0.940349813	-0.605815742	-0.126897547	-0.050702013	0.999381944
TW_1349_TW_1349	TW_1349_TW_1349	0	0	0	0	1.8	2.6	4.6	4.6	0	0	0	0	2.4	0	2.8	5.2	2.3	1.4	4.3	4	1.5	0.8	4	4.4	2.6	5.4	5	4.4	1.8	6	5.2	5.1	0.9	0.6	4.6	4.3	0.8	5.7	5.3	4.8	0	0	0	0	-1	-1	-1	-1	0.278753601	0.431363764	0.672097858	0.672097858	-1	-1	-1	-1	0.397940009	-1	0.462397998	0.72427587	0.380211242	0.176091259	0.643452676	0.612783857	0.204119983	-0.045757491	0.612783857	0.653212514	0.431363764	0.740362689	0.707570176	0.653212514	0.278753601	0.785329835	0.72427587	0.716003344	0	-0.15490196	0.672097858	0.643452676	-0.045757491	0.763427994	0.73239376	0.69019608	-1	-1	-1	-1	0	0	0	0	1.341640786	1.61245155	2.144761059	2.144761059	0	0	0	0	1.549193338	0	1.673320053	2.28035085	1.516575089	1.183215957	2.073644135	2	1.224744871	0.894427191	2	2.097617696	1.61245155	2.323790008	2.236067977	2.097617696	1.341640786	2.449489743	2.28035085	2.258317958	0.948683298	0.774596669	2.144761059	2.073644135	0.894427191	2.387467277	2.302172887	2.19089023	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	0.566011452	0.650157735	1.097042055	0.445471373	-0.071059848	-0.086782944	-0.250122263	-0.309012845	-0.57143157	-0.121305038	1.178719801	0.082785491	0.249958112	-0.442679539	0.242139137	-0.34038396	-0.618370946	-1.258175457	-0.091794351	-0.126088675	0.214376966	1.566148818	0.731955117	0.098082694	-0.428617536	1.646052729	0.726612261	0.44009805	-1.075792057	-0.975066624	0.506380608	0.144257678	-0.975815863	1.611218824	0.812864372	0.489814344	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_1577_TW_1577	TW_1577_TW_1577	0	0	0	0	5.4	0	2	5.3	0	0	0	0	7.5	0	0.1	7.3	2.3	4.6	5.6	7.1	1.8	6.6	5.8	6.4	5.6	1.1	1.3	4	2.2	4.6	5.1	6.2	2.8	3	2.9	3.9	2.2	1.8	6.3	3.9	3.7	0	0	0	-1	-1	-1	-1	0.740362689	-1	0.322219295	0.73239376	-1	-1	-1	-1	0.880813592	-1	-0.698970004	0.86923172	0.380211242	0.672097858	0.755874856	0.857332496	0.278753601	0.826074803	0.770852012	0.812913357	0.755874856	0.079181246	0.146128036	0.612783857	0.361727836	0.672097858	0.716003344	0.799340549	0.462397998	0.491361694	0.477121255	0.602059991	0.361727836	0.278753601	0.806179974	0.602059991	0.579783597	-1	-1	-1	0	0	0	0	2.323790008	0	1.414213562	2.302172887	0	0	0	0	2.738612788	0	0.316227766	2.701851217	1.516575089	2.144761059	2.366431913	2.664582519	1.341640786	2.569046516	2.408318916	2.529822128	2.366431913	1.048808848	1.140175425	2	1.483239697	2.144761059	2.258317958	2.48997992	1.673320053	1.732050808	1.702938637	1.974841766	1.483239697	1.341640786	2.50998008	1.974841766	1.923538406	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	1.613704522	-0.907601625	-0.01013394	0.831513737	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.944426861	-0.121305038	-0.857459486	1.186244711	0.249958112	1.135133651	0.885172633	1.17888612	-0.410799064	1.727098218	0.959199452	1.045847294	1.545376899	-0.549982143	-1.463877168	-0.124773805	-0.174474512	1.0815851	0.678578025	1.058277997	0.142923625	0.48187105	-0.387157502	-0.074640501	-0.037446933	-0.067131418	1.245497955	0.091985	2.225959711	-0.126897547	-0.050702013	-0.339631314
TW_2190_TW_2190	TW_2190_TW_2190	0	0	0	0	3.7	0	2	3.8	0	0	0	0	5.3	0	1.4	4.6	2.3	2.9	4.8	5.9	4.5	5.5	5.9	5.4	1	2.3	4.8	5.5	4.9	2.5	7.3	5.1	3.8	3	5.5	5.4	3.9	5.4	5.6	5.5	0	0	0	0	-1	-1	-1	-1	0.579783597	-1	0.322219295	0.591064607	-1	-1	-1	-1	0.73239376	-1	0.176091259	0.672097858	0.380211242	0.477121255	0.69019608	0.77815125	0.662757832	0.748188027	0.77815125	0.740362689	0.041392685	0.380211242	0.69019608	0.748188027	0.698970004	0.414973348	0.86923172	0.716003344	0.591064607	0.491361694	0.748188027	0.740362689	0.602059991	0.740362689	0.755874856	0.748188027	-1	-1	-1	-1	0	0	0	0	1.923538406	0	1.414213562	1.949358869	0	0	0	0	2.302172887	0	1.183215957	2.144761059	1.516575089	1.702938637	2.19089023	2.42899156	2.121320344	2.34520788	2.42899156	2.323790008	1	1.516575089	2.19089023	2.34520788	2.213594362	1.58113883	2.701851217	2.258317958	1.949358869	1.732050808	2.34520788	2.323790008	1.974841766	2.323790008	2.366431913	2.34520788	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	1.186742081	-0.907601625	-0.01013394	-0.033739905	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.388204997	-0.121305038	0.44336833	-0.272179336	0.249958112	0.410140883	0.499640208	0.640312978	0.973676634	1.328070464	1.012409871	0.487184692	-0.866782455	0.226385898	0.64143278	0.663319162	1.136372734	0.03755308	1.645531485	0.44009805	0.607173929	0.48187105	0.911762645	0.698459735	0.746001284	1.509029063	0.946645173	0.773973224	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_2212_TW_2212	TW_2212_TW_2212	0	0	0	0	3.6	0	2.4	3.9	0	0	0	0	4.9	0	2.3	4.7	2.3	2.7	4.4	5.1	1.6	4.9	6.8	5.6	4.5	1	3.2	2.9	3.3	2.4	4	6.1	5	2.5	6.2	5.4	5.6	0.8	1.1	1.4	0	0	0	0	-1	-1	-1	-1	0.568201724	-1	0.397940009	0.602059991	-1	-1	-1	-1	0.698970004	-1	0.380211242	0.681241237	0.380211242	0.447158031	0.653212514	0.716003344	0.230448921	0.698970004	0.838849091	0.755874856	0.662757832	0.041392685	0.51851394	0.477121255	0.531478917	0.397940009	0.612783857	0.792391689	0.707570176	0.414973348	0.799340549	0.740362689	0.755874856	-0.045757491	0.079181246	0.176091259	-1	-1	-1	-1	0	0	0	0	1.897366596	0	1.549193338	1.974841766	0	0	0	0	2.213594362	0	1.516575089	2.167948339	1.516575089	1.643167673	2.097617696	2.258317958	1.264911064	2.213594362	2.607680962	2.366431913	2.121320344	1	1.788854382	1.702938637	1.816590212	1.549193338	2	2.469817807	2.236067977	1.58113883	2.48997992	2.323790008	2.366431913	0.894427191	1.048808848	1.183215957	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	1.158823692	-0.907601625	0.194433687	0.028755257	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.275315886	-0.121305038	0.943539885	-0.211476618	0.249958112	0.312061848	0.294790935	0.250144279	-0.547047904	1.093448562	1.472348039	0.602809565	1.112681967	-0.6309919	-0.164123653	-0.802950593	0.423826047	-0.021621514	0.1154152	1.004476269	1.089369848	0.252231491	1.204548454	0.698459735	1.370064162	-0.784823168	-1.796512938	-1.365706346	-0.605815742	-0.126897547	-0.050702013	-0.339631314
TW_2226_TW_2226	TW_2226_TW_2226	0	0	0	0	0	5.7	5.3	5.5	0	0	0	0	5.8	0	0.7	6	2.3	4.4	6.8	4.8	2.6	1.4	3.3	5.8	5.1	6.1	3.8	4.7	4.2	4	4.4	5.2	2.2	1.2	1.1	3.2	1.3	1.5	1.3	0.3	0.7	0	0	0	-1	-1	-1	-1	-1	0.763427994	0.73239376	0.748188027	-1	-1	-1	-1	0.770852012	-1	-0.096910013	0.785329835	0.380211242	0.653212514	0.838849091	0.69019608	0.431363764	0.176091259	0.531478917	0.770852012	0.716003344	0.792391689	0.591064607	0.681241237	0.633468456	0.612783857	0.653212514	0.72427587	0.361727836	0.113943352	0.079181246	0.51851394	0.146128036	0.204119983	0.146128036	-0.397940009	-0.096910013	-1	-1	-1	0	0	0	0	0	2.387467277	2.302172887	2.34520788	0	0	0	0	2.408318916	0	0.836660027	2.449489743	1.516575089	2.097617696	2.607680962	2.19089023	1.61245155	1.183215957	1.816590212	2.408318916	2.258317958	2.469817807	1.949358869	2.167948339	2.049390153	2	2.097617696	2.28035085	1.483239697	1.095445115	1.048808848	1.788854382	1.140175425	1.224744871	1.140175425	0.547722558	0.836660027	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	-0.865163895	1.39888597	1.335606417	0.937054284	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.523483054	-0.121305038	-0.076603681	0.52557958	0.249958112	1.057775429	1.415014487	0.096000999	0.07007916	-0.743363829	-0.563882572	0.716387496	1.354523564	1.80851628	0.157478071	0.258644165	0.841657515	0.813435312	0.328232992	0.498891871	-0.17675918	-0.486838343	-1.710064322	-0.486698432	-0.584175901	-0.254726864	-1.606296955	-2.535897133	0.625890014	-0.126897547	-0.050702013	-0.339631314
TW_2254_TW_2254	TW_2254_TW_2254	0	0	0	0	4.5	0	2.9	3.9	0	0	0	0	5.5	0	2.3	5.7	2.3	3.4	4.7	3.7	2.4	3.1	3.3	2.9	2	2.4	2.4	3.7	3	3.1	3.6	3.9	2.6	2.5	3	3.8	2.8	2	2.9	2.8	1.3	0	0	0	-1	-1	-1	-1	0.662757832	-1	0.477121255	0.602059991	-1	-1	-1	-1	0.748188027	-1	0.380211242	0.763427994	0.380211242	0.544068044	0.681241237	0.579783597	0.397940009	0.505149978	0.531478917	0.477121255	0.322219295	0.397940009	0.397940009	0.579783597	0.491361694	0.505149978	0.568201724	0.602059991	0.431363764	0.414973348	0.491361694	0.591064607	0.462397998	0.322219295	0.477121255	0.462397998	0.146128036	-1	-1	-1	0	0	0	0	2.121320344	0	1.702938637	1.974841766	0	0	0	0	2.34520788	0	1.516575089	2.387467277	1.516575089	1.843908891	2.167948339	1.923538406	1.549193338	1.760681686	1.816590212	1.702938637	1.414213562	1.549193338	1.549193338	1.923538406	1.732050808	1.760681686	1.897366596	1.974841766	1.61245155	1.58113883	1.732050808	1.949358869	1.673320053	1.414213562	1.702938637	1.673320053	1.140175425	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	1.39772302	-0.907601625	0.427441267	0.028755257	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.443051045	-0.121305038	0.943539885	0.363208993	0.249958112	0.641461001	0.44925421	-0.515179126	-0.042248342	0.28606012	-0.563882572	-1.19627341	-0.135572134	0.28052355	-0.64433082	-0.299331943	0.27209395	0.370131323	-0.108337411	-0.316345934	0.040553163	0.252231491	-0.328281282	-0.131098254	0.26547717	0.049333921	-0.4346808	-0.463233876	1.072716265	-0.126897547	-0.050702013	-0.339631314
TW_2281_TW_2281	TW_2281_TW_2281	0	0	0	0	1.9	0	0.1	4.6	0	0	0	0	4.4	0	2.8	6.8	2.3	1.8	3.4	5.1	0.7	3.1	3.8	4.8	3.6	3.7	4.9	5.3	2.1	2.5	6	6	2.6	3.2	6.5	6.1	3.4	5.2	6.9	6.5	0.2	0	0	0	-1	-1	-1	-1	0.301029996	-1	-0.698970004	0.672097858	-1	-1	-1	-1	0.653212514	-1	0.462397998	0.838849091	0.380211242	0.278753601	0.544068044	0.716003344	-0.096910013	0.505149978	0.591064607	0.69019608	0.568201724	0.579783597	0.698970004	0.73239376	0.342422681	0.414973348	0.785329835	0.785329835	0.431363764	0.51851394	0.819543936	0.792391689	0.544068044	0.72427587	0.84509804	0.819543936	-0.522878745	-1	-1	-1	0	0	0	0	1.378404875	0	0.316227766	2.144761059	0	0	0	0	2.097617696	0	1.673320053	2.607680962	1.516575089	1.341640786	1.843908891	2.258317958	0.836660027	1.760681686	1.949358869	2.19089023	1.897366596	1.923538406	2.213594362	2.302172887	1.449137675	1.58113883	2.449489743	2.449489743	1.61245155	1.788854382	2.549509757	2.469817807	1.843908891	2.28035085	2.626785107	2.549509757	0.447213595	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	0.605228997	-0.907601625	-1.674178402	0.445471373	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.12750915	-0.121305038	1.178719801	0.939713405	0.249958112	-0.182717958	-0.262415588	0.250144279	-1.30749256	0.28606012	-0.222142255	0.126822747	0.717336891	0.901837193	0.686924891	0.565072345	-0.235681134	0.03755308	1.095354479	0.950231707	0.040553163	0.568307844	1.324941117	1.021986587	0.537338355	1.439317574	1.488674221	1.150172528	0.052558677	-0.126897547	-0.050702013	-0.339631314
TW_2311_TW_2311	TW_2311_TW_2311	0	0	0	0	4.6	0	0.9	4.7	0	0	3.4	0	0	0	1.6	3.3	2.3	1.6	4.9	4.9	3	2.6	2	3.9	2.4	0.5	2.2	4.1	5.4	5.7	4.7	6.2	5.7	7.3	6.6	2.9	0.8	1	1	1.5	0.4	0	0	0	-1	-1	-1	-1	0.672097858	-1	0	0.681241237	-1	-1	0.544068044	-1	-1	-1	0.230448921	0.531478917	0.380211242	0.230448921	0.698970004	0.698970004	0.491361694	0.431363764	0.322219295	0.602059991	0.397940009	-0.22184875	0.361727836	0.62324929	0.740362689	0.763427994	0.681241237	0.799340549	0.763427994	0.86923172	0.826074803	0.477121255	-0.045757491	0.041392685	0.041392685	0.204119983	-0.301029996	-1	-1	-1	0	0	0	0	2.144761059	0	0.948683298	2.167948339	0	0	1.843908891	0	0	0	1.264911064	1.816590212	1.516575089	1.264911064	2.213594362	2.213594362	1.732050808	1.61245155	1.414213562	1.974841766	1.549193338	0.707106781	1.483239697	2.024845673	2.323790008	2.387467277	2.167948339	2.48997992	2.387467277	2.701851217	2.569046516	1.702938637	0.894427191	1	1	1.224744871	0.632455532	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	1.422728054	-0.907601625	-0.715664977	0.502336683	-0.071059848	-0.086782944	3.433839171	-0.309012845	-2.545804683	-0.121305038	0.56594355	-1.131308236	0.249958112	-0.308624863	0.549504029	0.147903821	0.282451364	0.02181647	-1.599581259	-0.458999488	0.102707378	-1.117117051	-0.776481672	-0.06805233	1.334152889	1.531164711	0.481561874	1.058277997	1.343997701	1.95759578	1.364452101	-0.677046097	-0.975815863	-0.615399128	-1.898128029	-1.289235446	0.325266292	-0.126897547	-0.050702013	-0.339631314
TW_2346_TW_2346	TW_2346_TW_2346	0	0	0	0	1.9	0	1.6	3.2	0	0	0	0	5.3	0	1.3	4.1	2.3	2.5	1.7	5.2	3.4	2	2.9	5.6	2.4	6.2	4.3	6	1.7	4.5	1.8	5.2	4.2	2.2	2.4	5.5	5.2	2.4	6.4	5.3	0	0	0	0	-1	-1	-1	-1	0.301029996	-1	0.230448921	0.51851394	-1	-1	-1	-1	0.73239376	-1	0.146128036	0.62324929	0.380211242	0.414973348	0.255272505	0.72427587	0.544068044	0.322219295	0.477121255	0.755874856	0.397940009	0.799340549	0.643452676	0.785329835	0.255272505	0.662757832	0.278753601	0.72427587	0.633468456	0.361727836	0.397940009	0.748188027	0.72427587	0.397940009	0.812913357	0.73239376	-1	-1	-1	-1	0	0	0	0	1.378404875	0	1.264911064	1.788854382	0	0	0	0	2.302172887	0	1.140175425	2.024845673	1.516575089	1.58113883	1.303840481	2.28035085	1.843908891	1.414213562	1.702938637	2.366431913	1.549193338	2.48997992	2.073644135	2.449489743	1.303840481	2.121320344	1.341640786	2.28035085	2.049390153	1.483239697	1.549193338	2.34520788	2.28035085	1.549193338	2.529822128	2.302172887	0	0	0	0	-0.050702013	-0.050702013	-0.207977376	-0.355375502	0.605228997	-0.907601625	-0.236408265	-0.427366816	-0.071059848	-0.086782944	-0.250122263	-0.309012845	0.388204997	-0.121305038	0.378790379	-0.58610964	0.249958112	0.210277827	-1.448537768	0.300512612	0.481077577	-0.331574081	-0.856416413	0.602809565	0.102707378	1.841980046	0.406507594	0.901389634	-0.496461869	1.038164426	-1.319883521	0.498891871	0.775409522	0.103260455	-0.698090757	0.745911363	1.232879924	0.265950484	1.286807094	0.694729046	-0.605815742	-0.126897547	-0.050702013	-0.339631314
